T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16
22.188	22.125	22.313	22.063	22.125	21.938	22.250	21.938	22.063	22.125	22.125	22.125	22.188	22.125	21.688	22.000	
22.250	22.125	22.313	22.063	22.125	21.938	22.250	22.000	22.063	22.125	22.125	22.125	22.188	22.188	21.688	22.000	
22.250	22.125	22.313	22.063	22.125	21.938	22.250	21.938	22.063	22.063	22.125	22.125	22.188	22.125	21.688	22.000	
22.188	22.125	22.313	22.063	22.125	21.938	22.250	21.938	22.063	22.125	22.125	22.063	22.188	22.125	21.688	22.000	
22.188	22.063	22.313	22.063	22.125	21.938	22.188	21.938	22.063	22.063	22.125	22.063	22.125	22.125	21.688	22.000	
22.188	22.063	22.313	22.063	22.125	21.938	22.188	21.938	22.063	22.063	22.125	22.063	22.125	22.125	21.688	22.000	
22.188	22.063	22.313	22.063	22.125	21.938	22.188	21.938	22.063	22.063	22.125	22.063	22.188	22.125	21.688	22.000	
22.188	22.125	22.313	22.063	22.125	21.938	22.188	21.938	22.063	22.125	22.125	22.063	22.125	22.125	21.688	22.000	
22.188	22.125	22.313	22.063	22.125	21.938	22.188	21.938	22.063	22.125	22.125	22.063	22.125	22.125	21.688	22.000	
22.188	22.063	22.313	22.063	22.125	21.938	22.188	21.938	22.063	22.063	22.125	22.063	22.125	22.125	21.688	22.000	
22.188	22.063	22.313	22.063	22.125	21.938	22.188	21.938	22.063	22.063	22.125	22.063	22.125	22.125	21.688	22.000	
22.188	22.063	22.313	22.063	22.063	21.938	22.188	21.938	22.063	22.063	22.125	22.063	22.125	22.125	21.625	21.938	
22.188	22.063	22.313	22.063	22.063	21.938	22.188	21.938	22.063	22.063	22.125	22.063	22.125	22.125	21.625	21.938	
22.188	22.063	22.313	22.063	22.063	21.938	22.188	21.938	22.063	22.063	22.125	22.063	22.125	22.125	21.688	21.938	
22.188	22.125	22.313	22.063	22.063	21.938	22.188	21.938	22.063	22.063	22.125	22.063	22.125	22.125	21.688	21.938	
22.188	22.063	22.313	22.063	22.063	21.875	22.188	21.938	22.063	22.063	22.063	22.063	22.125	22.125	21.688	21.938	
22.188	22.063	22.313	22.063	22.063	21.938	22.188	21.938	22.063	22.063	22.125	22.063	22.125	22.125	21.688	21.938	
22.188	22.063	22.250	22.000	22.063	21.875	22.188	21.938	22.063	22.063	22.063	22.063	22.125	22.125	21.625	21.938	
22.188	22.063	22.313	22.000	22.063	21.875	22.188	21.938	22.063	22.063	22.063	22.063	22.125	22.125	21.625	21.938	
22.188	22.063	22.250	22.000	22.063	21.875	22.188	21.875	22.063	22.063	22.063	22.063	22.125	22.063	21.625	21.938	
22.188	22.063	22.250	22.000	22.063	21.875	22.188	21.875	22.063	22.063	22.063	22.063	22.125	22.063	21.625	21.938	
22.188	22.063	22.313	22.000	22.063	21.875	22.188	21.938	22.000	22.063	22.063	22.063	22.125	22.063	21.625	21.938	
22.188	22.063	22.313	22.000	22.063	21.875	22.188	21.938	22.000	22.063	22.063	22.063	22.125	22.125	21.625	21.938	
22.188	22.063	22.313	22.000	22.063	21.875	22.188	21.938	22.063	22.063	22.063	22.063	22.125	22.063	21.625	21.938	
22.125	22.063	22.250	22.000	22.063	21.875	22.188	21.938	22.063	22.063	22.063	22.063	22.125	22.063	21.625	21.938	
22.188	22.063	22.250	22.000	22.063	21.875	22.125	21.938	22.000	22.063	22.063	22.063	22.125	22.063	21.625	21.938	
22.188	22.063	22.250	22.000	22.063	21.875	22.125	21.938	22.063	22.063	22.063	22.000	22.125	22.063	21.625	21.938	
22.188	22.063	22.250	22.000	22.063	21.875	22.125	21.875	22.000	22.063	22.063	22.000	22.063	22.063	21.625	21.938	
22.125	22.063	22.250	22.000	22.063	21.875	22.125	21.938	22.000	22.063	22.063	22.000	22.125	22.063	21.625	21.938	
22.125	22.063	22.250	22.000	22.063	21.875	22.125	21.875	22.000	22.000	22.063	22.063	22.125	22.063	21.625	21.938	
22.125	22.063	22.250	22.000	22.063	21.875	22.125	21.875	22.000	22.000	22.063	22.000	22.063	22.063	21.625	21.938	
22.125	22.063	22.250	22.000	22.063	21.875	22.125	21.875	22.000	22.000	22.063	22.063	22.125	22.063	21.625	21.938	
22.125	22.063	22.250	22.000	22.063	21.875	22.125	21.875	22.000	22.000	22.063	22.063	22.125	22.063	21.625	21.938	
22.125	22.063	22.250	22.000	22.063	21.875	22.125	21.875	22.000	22.063	22.063	22.000	22.125	22.063	21.625	21.875	
22.125	22.063	22.250	22.000	22.063	21.875	22.125	21.875	22.000	22.063	22.063	22.000	22.063	22.063	21.563	21.875	
22.125	22.000	22.250	22.000	22.000	21.875	22.125	21.875	22.000	22.000	22.063	22.000	22.063	22.063	21.563	21.938	
22.125	22.000	22.250	22.000	22.000	21.875	22.125	21.875	22.000	22.000	22.063	22.000	22.063	22.063	21.625	21.938	
22.125	22.000	22.250	22.000	22.063	21.875	22.125	21.875	22.000	22.000	22.063	22.000	22.063	22.063	21.563	21.938	
22.125	22.000	22.250	22.000	22.063	21.875	22.125	21.875	22.000	22.000	22.063	22.000	22.063	22.063	21.563	21.938	
22.125	22.000	22.250	22.000	22.000	21.875	22.125	21.875	22.000	22.000	22.063	22.000	22.063	22.063	21.625	21.938	
22.125	22.000	22.250	22.000	22.063	21.875	22.125	21.875	22.000	22.000	22.063	22.000	22.063	22.063	21.563	21.938	
22.125	22.000	22.250	22.000	22.000	21.875	22.125	21.875	21.938	22.000	22.063	22.000	22.063	22.063	21.563	21.875	
22.125	22.000	22.250	22.000	22.000	21.875	22.125	21.875	22.000	22.000	22.000	22.000	22.063	22.063	21.563	21.875	
22.125	22.000	22.250	21.938	22.000	21.875	22.125	21.875	21.938	22.000	22.000	22.000	22.063	22.063	21.563	21.875	
22.125	22.000	22.250	21.938	22.000	21.875	22.125	21.875	22.000	22.000	22.000	22.000	22.063	22.063	21.563	21.875	
22.125	22.000	22.250	21.938	22.000	21.813	22.125	21.875	21.938	21.938	22.000	22.000	22.063	22.000	21.563	21.875	
22.125	22.000	22.250	21.938	22.000	21.813	22.125	21.875	21.938	22.000	22.000	22.000	22.063	22.063	21.563	21.875	
22.125	22.000	22.250	21.938	22.000	21.875	22.125	21.875	21.938	22.000	22.000	22.000	22.063	22.063	21.563	21.875	
22.125	22.000	22.188	21.938	22.000	21.875	22.125	21.875	21.938	22.000	22.000	22.000	22.063	22.063	21.563	21.875	
22.125	22.000	22.250	21.938	22.000	21.813	22.125	21.875	21.938	22.000	22.000	22.000	22.063	22.063	21.563	21.875	
22.125	22.000	22.250	21.938	22.000	21.813	22.125	21.875	21.938	22.000	22.000	22.000	22.063	22.063	21.563	21.875	
22.063	22.000	22.188	21.938	22.000	21.813	22.125	21.875	21.938	22.000	22.000	22.000	22.000	22.000	21.563	21.875	
22.125	22.000	22.188	21.938	22.000	21.813	22.125	21.875	21.938	22.000	22.000	22.000	22.063	22.063	21.563	21.875	
22.125	22.000	22.188	21.938	22.000	21.813	22.125	21.875	21.938	21.938	22.000	22.000	22.063	22.000	21.563	21.875	
22.125	22.000	22.250	21.938	22.000	21.875	22.063	21.813	21.938	22.000	22.000	22.000	22.063	22.000	21.563	21.875	
22.063	22.000	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	22.000	22.250	21.938	22.000	21.813	22.063	21.813	21.938	22.000	22.000	21.938	22.063	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.063	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	22.000	21.813	22.063	21.875	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	22.000	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	22.000	22.000	22.000	21.563	21.875	
22.063	22.000	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	22.000	22.188	21.938	22.000	21.813	22.063	21.875	21.938	22.000	22.000	22.000	22.000	22.000	21.563	21.875	
22.063	22.000	22.188	21.938	22.000	21.813	22.063	21.875	21.938	22.000	22.000	22.000	22.063	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	22.000	22.000	22.000	21.563	21.875	
22.063	22.000	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	22.000	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.500	21.875	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.813	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.563	21.875	
22.063	21.938	22.188	21.875	21.938	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	22.000	21.500	21.813	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	22.000	21.500	21.813	
22.063	21.938	22.188	21.875	22.000	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	22.000	21.563	21.813	
22.063	21.938	22.188	21.938	22.000	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	22.000	21.563	21.813	
22.063	21.938	22.188	21.875	21.938	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	22.000	21.563	21.813	
22.063	21.938	22.188	21.938	21.938	21.750	22.063	21.813	21.938	21.938	22.000	21.938	22.000	22.000	21.500	21.813	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	21.938	21.500	21.875	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	21.938	21.500	21.875	
22.063	21.938	22.188	21.938	21.938	21.750	22.063	21.813	21.875	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.875	21.938	21.938	21.938	22.000	22.000	21.500	21.813	
22.063	21.938	22.125	21.938	21.938	21.813	22.063	21.813	21.875	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.063	21.938	22.188	21.938	21.938	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	22.000	21.500	21.813	
22.063	21.938	22.188	21.938	21.938	21.750	22.063	21.813	21.938	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.063	21.938	22.188	21.875	21.938	21.813	22.063	21.813	21.875	21.938	21.938	21.875	22.000	21.938	21.500	21.813	
22.000	21.938	22.188	21.875	21.938	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.063	21.938	22.188	21.875	21.938	21.813	22.063	21.813	21.875	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.063	21.938	22.188	21.875	21.938	21.813	22.063	21.813	21.938	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.063	21.938	22.125	21.875	21.938	21.750	22.063	21.813	21.875	21.938	21.938	21.938	22.000	22.000	21.500	21.813	
22.063	21.938	22.188	21.875	21.938	21.750	22.063	21.813	21.938	21.938	21.938	21.938	22.000	22.000	21.500	21.813	
22.063	21.938	22.188	21.875	21.938	21.813	22.000	21.813	21.875	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.063	21.938	22.188	21.875	21.938	21.750	22.063	21.813	21.875	21.938	21.938	21.875	22.000	22.000	21.500	21.813	
22.063	21.938	22.125	21.875	21.938	21.750	22.063	21.813	21.875	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.063	21.813	21.875	21.938	21.938	21.938	22.000	22.000	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.813	22.063	21.813	21.875	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.000	21.938	22.188	21.875	21.938	21.750	22.063	21.813	21.875	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.813	22.063	21.813	21.875	21.938	21.938	21.938	22.000	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.813	21.875	21.875	21.938	21.938	22.000	21.938	21.500	21.813	
22.063	21.938	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.938	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.938	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.875	21.938	21.875	22.000	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.813	21.875	21.875	21.938	21.875	22.000	21.938	21.500	21.813	
22.000	21.875	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.938	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.813	21.875	21.938	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.875	21.938	21.875	22.000	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.813	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.938	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.813	21.875	21.938	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.813	21.875	21.938	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.063	21.750	21.875	21.938	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.875	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.875	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.938	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.938	22.125	21.875	21.938	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.750	
22.000	21.938	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.750	
22.000	21.938	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.938	21.500	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.438	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.813	
22.000	21.875	22.125	21.813	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.500	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.500	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.938	21.500	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.500	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.938	21.875	21.938	21.938	21.438	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.938	21.500	21.813	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.938	21.438	21.813	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.938	21.438	21.750	
22.000	21.875	22.125	21.813	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.938	21.438	21.813	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.813	21.875	21.875	21.875	21.938	21.938	21.500	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.813	21.875	21.875	21.875	21.938	21.938	21.438	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.500	21.813	
22.000	21.875	22.125	21.813	21.875	21.750	22.000	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.125	21.813	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.938	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.750	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.125	21.813	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	21.938	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.938	21.438	21.750	
22.000	21.875	22.125	21.813	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.750	22.000	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.938	21.438	21.750	
22.000	21.875	22.125	21.813	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.938	21.438	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.750	21.938	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
21.938	21.875	22.125	21.813	21.875	21.750	22.000	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
21.938	21.875	22.125	21.813	21.875	21.750	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.938	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.750	22.000	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.125	21.813	21.875	21.750	21.938	21.750	21.875	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.125	21.875	21.875	21.750	22.000	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.750	21.938	21.750	21.813	21.813	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.750	22.000	21.750	21.813	21.813	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	22.000	21.750	21.813	21.875	21.875	21.813	21.875	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.875	21.875	21.875	21.875	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.750	21.938	21.750	21.813	21.875	21.875	21.813	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.813	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.875	21.875	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.750	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.750	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.813	21.875	21.875	21.875	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.813	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.875	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.813	21.875	21.875	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	22.000	21.750	21.813	21.875	21.875	21.875	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.813	21.875	21.813	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.813	21.875	21.875	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.875	21.875	21.813	21.875	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.875	21.875	21.813	21.875	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.813	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.813	21.875	21.813	21.875	21.875	21.438	21.688	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.875	21.875	21.813	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.813	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.813	21.875	21.813	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.813	21.875	21.813	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.813	21.813	21.813	21.938	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.813	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.813	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.813	21.875	21.813	21.938	21.875	21.438	21.750	
22.000	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.875	21.875	21.875	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.813	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.813	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.813	22.063	21.813	21.813	21.688	21.938	21.688	21.813	21.813	21.813	21.813	21.875	21.875	21.438	21.750	
21.938	21.813	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.813	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.813	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.813	21.688	21.938	21.688	21.813	21.813	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.813	21.875	21.813	21.875	21.875	21.438	21.750	
21.938	21.813	22.063	21.813	21.875	21.688	21.938	21.750	21.813	21.813	21.813	21.813	21.875	21.875	21.438	21.750	
21.938	21.875	22.063	21.813	21.875	21.688	21.938	21.688	21.813	21.813	21.813	21.813	21.875	21.875	21.438	21.750	
