GBP1	GBP3	GBP5	GBP7
19.750	18.375	18.500	19.000	
19.750	18.375	18.500	19.063	
19.750	18.313	18.313	19.000	
19.750	18.313	18.313	19.000	
19.750	18.250	18.375	19.063	
19.750	18.375	18.375	19.063	
19.750	18.250	18.375	19.000	
19.750	18.375	18.500	19.000	
19.750	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.750	18.250	18.313	19.000	
19.813	18.250	18.375	19.000	
19.750	18.250	18.313	19.000	
19.938	18.250	18.438	19.000	
19.750	18.250	18.500	19.000	
19.875	18.250	18.500	19.000	
19.750	18.250	18.375	19.000	
19.875	18.250	18.375	19.000	
19.750	18.250	18.375	19.063	
19.750	18.250	18.375	19.063	
19.813	18.250	18.438	19.000	
19.813	18.250	18.438	19.000	
19.875	18.250	18.375	19.000	
19.875	18.250	18.375	19.000	
19.875	18.188	18.375	19.000	
19.875	18.375	18.375	19.000	
19.875	18.375	18.375	19.000	
19.875	18.375	18.438	19.000	
19.750	18.250	18.375	19.000	
19.875	18.250	18.500	19.000	
19.750	18.250	18.313	19.000	
19.875	18.375	18.375	19.063	
19.750	18.250	18.375	19.063	
19.813	18.313	18.375	19.063	
19.750	18.250	18.500	19.000	
19.750	18.250	18.500	19.063	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.563	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.750	18.250	18.375	19.063	
19.750	18.250	18.375	19.063	
19.750	18.250	18.375	19.063	
19.750	18.250	18.500	18.938	
19.750	18.313	18.500	19.063	
19.750	18.250	18.375	18.938	
19.750	18.375	18.375	18.938	
19.750	18.375	18.375	18.938	
19.750	18.375	18.375	18.938	
19.750	18.313	18.500	19.000	
19.813	18.313	18.500	19.000	
19.750	18.250	18.313	18.938	
19.750	18.375	18.375	18.938	
19.750	18.250	18.375	19.000	
19.750	18.313	18.375	19.063	
19.750	18.250	18.375	18.938	
19.750	18.250	18.500	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.500	19.000	
19.750	18.250	18.375	18.938	
19.813	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.813	18.250	18.375	19.000	
19.750	18.250	18.500	18.938	
19.875	18.250	18.500	18.938	
19.750	18.250	18.438	18.938	
19.875	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.063	
19.813	18.250	18.375	19.000	
19.813	18.313	18.563	19.000	
19.813	18.438	18.375	19.125	
19.813	18.438	18.438	19.125	
19.813	18.375	18.375	18.938	
19.813	18.375	18.375	19.000	
19.875	18.250	18.375	18.938	
19.875	18.250	18.375	18.938	
19.875	18.250	18.500	18.938	
19.875	18.375	18.500	18.938	
19.750	18.250	18.375	18.938	
19.875	18.313	18.375	18.938	
19.750	18.250	18.375	18.938	
19.875	18.250	18.375	19.000	
19.750	18.250	18.438	18.938	
19.813	18.250	18.563	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.813	18.250	18.438	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.500	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.000	
19.750	18.375	18.375	18.938	
19.750	18.375	18.500	18.938	
19.750	18.375	18.500	19.063	
19.750	18.313	18.375	19.063	
19.750	18.313	18.375	19.063	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.750	18.438	18.563	18.938	
19.750	18.250	18.375	18.938	
19.750	18.313	18.438	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.813	18.250	18.438	18.938	
19.750	18.250	18.563	18.938	
19.750	18.250	18.563	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.813	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.813	18.250	18.500	18.938	
19.750	18.250	18.375	18.938	
19.813	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.313	18.375	18.938	
19.750	18.375	18.375	18.938	
19.750	18.375	18.438	18.938	
19.813	18.313	18.375	18.938	
19.813	18.313	18.500	19.000	
19.875	18.250	18.375	19.000	
19.875	18.250	18.375	19.000	
19.875	18.250	18.313	18.938	
19.875	18.375	18.375	19.000	
19.875	18.250	18.438	18.938	
19.875	18.313	18.438	18.938	
19.750	18.250	18.375	18.938	
19.938	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.813	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.813	18.250	18.500	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.438	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.313	18.375	19.063	
19.750	18.250	18.375	19.063	
19.750	18.250	18.438	18.938	
19.750	18.250	18.438	18.938	
19.813	18.250	18.375	19.000	
19.750	18.313	18.375	18.938	
19.750	18.313	18.375	18.938	
19.750	18.313	18.375	18.938	
19.750	18.313	18.375	18.938	
19.750	18.313	18.563	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.063	
19.750	18.250	18.375	18.938	
19.750	18.375	18.375	18.938	
19.750	18.250	18.375	19.000	
19.750	18.313	18.500	19.000	
19.750	18.250	18.500	18.938	
19.750	18.250	18.500	18.875	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.500	18.938	
19.750	18.250	18.500	18.938	
19.750	18.250	18.375	18.938	
19.813	18.250	18.375	19.000	
19.750	18.250	18.313	18.938	
19.813	18.250	18.375	18.938	
19.750	18.250	18.375	19.000	
19.875	18.250	18.563	19.000	
19.750	18.250	18.375	19.000	
19.875	18.375	18.500	19.000	
19.750	18.313	18.375	18.938	
19.813	18.313	18.375	18.938	
19.750	18.313	18.375	18.938	
19.750	18.313	18.375	18.938	
19.813	18.250	18.500	18.938	
19.813	18.375	18.500	18.938	
19.813	18.250	18.375	18.938	
19.813	18.313	18.375	19.000	
19.813	18.250	18.375	18.938	
19.813	18.250	18.375	18.938	
19.875	18.250	18.313	19.063	
19.875	18.250	18.500	19.063	
19.750	18.250	18.375	18.938	
19.875	18.250	18.375	19.063	
19.750	18.250	18.375	18.938	
19.813	18.250	18.375	18.938	
19.750	18.250	18.313	18.938	
19.813	18.250	18.375	18.938	
19.750	18.250	18.500	18.938	
19.750	18.250	18.500	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.313	18.938	
19.750	18.250	18.313	19.000	
19.750	18.250	18.438	19.063	
19.750	18.313	18.438	19.063	
19.750	18.375	18.375	18.938	
19.750	18.375	18.313	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.813	18.250	18.375	18.938	
19.750	18.375	18.500	18.938	
19.750	18.250	18.375	18.938	
19.750	18.375	18.500	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.313	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.500	19.000	
19.750	18.250	18.500	19.000	
19.750	18.250	18.313	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.500	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.313	18.938	
19.813	18.313	18.375	18.938	
19.813	18.250	18.375	19.000	
19.875	18.375	18.375	19.063	
19.750	18.375	18.500	19.000	
19.875	18.375	18.500	19.000	
19.750	18.250	18.375	19.063	
19.875	18.250	18.375	19.063	
19.750	18.250	18.375	18.938	
19.750	18.375	18.375	18.938	
19.813	18.250	18.438	18.938	
19.813	18.313	18.438	18.938	
19.813	18.250	18.375	18.938	
19.813	18.250	18.375	18.938	
19.875	18.250	18.375	19.000	
19.875	18.250	18.375	18.938	
19.813	18.250	18.375	18.938	
19.813	18.250	18.438	19.000	
19.875	18.250	18.375	18.938	
19.875	18.250	18.500	18.938	
19.750	18.250	18.375	19.000	
19.875	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.813	18.250	18.375	18.938	
19.750	18.250	18.438	18.938	
19.750	18.250	18.438	18.938	
19.750	18.250	18.375	18.938	
19.750	18.313	18.375	18.938	
19.750	18.375	18.375	19.000	
19.750	18.375	18.375	18.938	
19.750	18.375	18.375	18.938	
19.750	18.375	18.563	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.063	
19.750	18.375	18.375	19.063	
19.750	18.250	18.438	18.938	
19.750	18.375	18.375	19.000	
19.750	18.250	18.500	18.938	
19.750	18.250	18.500	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.500	19.000	
19.750	18.250	18.375	18.938	
19.750	18.313	18.500	18.938	
19.750	18.375	18.375	18.938	
19.813	18.375	18.375	18.938	
19.750	18.375	18.375	18.938	
19.875	18.375	18.375	18.938	
19.750	18.250	18.500	18.938	
19.875	18.250	18.500	18.938	
19.813	18.313	18.375	19.000	
19.875	18.375	18.375	19.063	
19.750	18.250	18.375	19.000	
19.750	18.313	18.375	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.500	19.000	
19.813	18.250	18.375	18.938	
19.813	18.250	18.438	18.938	
19.813	18.250	18.375	18.938	
19.813	18.250	18.375	18.938	
19.875	18.250	18.375	18.938	
19.875	18.250	18.375	18.938	
19.875	18.250	18.563	18.938	
19.875	18.250	18.563	18.938	
19.750	18.250	18.375	18.938	
19.875	18.250	18.375	19.000	
19.750	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.375	18.563	19.063	
19.750	18.375	18.438	19.000	
19.750	18.375	18.438	19.000	
19.750	18.313	18.375	18.938	
19.750	18.313	18.375	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.438	19.000	
19.750	18.250	18.500	18.938	
19.750	18.375	18.500	18.938	
19.750	18.313	18.375	18.938	
19.750	18.250	18.375	19.063	
19.750	18.250	18.438	19.000	
19.750	18.250	18.438	19.000	
19.750	18.250	18.438	19.063	
19.750	18.250	18.438	19.063	
19.750	18.313	18.375	19.000	
19.813	18.250	18.438	19.000	
19.750	18.250	18.375	19.000	
19.813	18.313	18.375	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.563	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.500	19.000	
19.750	18.250	18.375	18.938	
19.750	18.250	18.375	19.000	
19.750	18.250	18.375	19.000	
19.750	18.375	18.375	19.000	
19.750	18.375	18.563	19.063	
19.750	18.375	18.563	19.063	
19.750	18.313	18.438	19.000	
19.750	18.313	18.375	19.000	
19.750	18.250	18.375	19.000	
19.813	18.375	18.375	19.000	
19.813	18.250	18.375	19.000	
19.875	18.438	18.563	19.000	
19.750	18.250	18.375	19.000	
19.875	18.250	18.375	19.000	
19.750	18.250	18.375	18.938	
19.938	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.438	19.000	
19.813	18.250	18.563	19.063	
19.813	18.250	18.563	19.063	
19.813	18.250	18.438	19.000	
19.813	18.250	18.375	19.000	
19.875	18.250	18.375	19.000	
19.875	18.313	18.375	19.000	
19.938	18.250	18.438	19.000	
19.938	18.250	18.438	19.000	
19.938	18.250	18.375	18.938	
19.938	18.313	18.375	19.000	
19.813	18.250	18.375	19.000	
19.875	18.375	18.375	19.000	
19.750	18.375	18.375	19.000	
19.813	18.375	18.563	19.063	
19.813	18.313	18.375	19.063	
19.750	18.313	18.500	19.063	
19.750	18.250	18.375	19.000	
19.813	18.375	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.375	18.375	19.000	
19.750	18.250	18.563	19.000	
19.813	18.250	18.563	19.000	
19.813	18.250	18.375	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.438	19.000	
19.750	18.250	18.438	19.000	
19.750	18.250	18.375	19.000	
19.750	18.250	18.500	19.063	
19.750	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.375	19.063	
19.750	18.313	18.375	19.000	
19.750	18.313	18.375	19.000	
19.750	18.250	18.563	19.000	
19.750	18.313	18.563	19.000	
19.813	18.250	18.375	19.000	
19.813	18.375	18.375	19.000	
19.813	18.375	18.438	19.000	
19.813	18.375	18.375	19.000	
19.813	18.313	18.500	19.000	
19.813	18.313	18.500	19.063	
19.813	18.250	18.438	19.063	
19.813	18.375	18.375	19.063	
19.813	18.250	18.375	19.000	
19.813	18.375	18.375	19.063	
19.813	18.250	18.375	19.000	
19.938	18.250	18.563	19.000	
19.813	18.313	18.375	19.000	
19.938	18.250	18.563	19.000	
19.750	18.313	18.438	19.000	
19.938	18.313	18.375	19.000	
19.813	18.250	18.438	19.000	
19.813	18.250	18.438	19.000	
19.813	18.313	18.563	19.000	
19.813	18.313	18.563	19.063	
19.875	18.313	18.438	19.063	
19.875	18.313	18.438	19.063	
19.875	18.250	18.375	19.063	
19.875	18.250	18.375	19.063	
19.875	18.250	18.375	19.000	
19.875	18.375	18.625	19.000	
19.938	18.438	18.375	19.000	
19.938	18.438	18.500	19.000	
19.813	18.438	18.438	19.063	
19.938	18.438	18.375	19.000	
19.813	18.313	18.375	19.000	
19.875	18.313	18.438	19.000	
19.813	18.250	18.563	19.000	
19.813	18.375	18.563	19.125	
19.813	18.313	18.438	19.000	
19.813	18.375	18.375	19.000	
19.813	18.313	18.438	19.125	
19.813	18.313	18.438	19.125	
19.813	18.250	18.438	19.000	
19.813	18.250	18.563	19.000	
19.813	18.313	18.438	19.000	
19.813	18.313	18.375	19.063	
19.813	18.313	18.438	19.063	
19.813	18.313	18.438	19.063	
19.813	18.313	18.375	19.063	
19.813	18.313	18.500	19.000	
19.813	18.313	18.438	19.000	
19.813	18.313	18.563	19.063	
19.813	18.313	18.375	19.063	
19.813	18.313	18.438	19.063	
19.813	18.250	18.438	19.125	
19.813	18.375	18.375	19.125	
19.813	18.375	18.500	19.063	
19.813	18.375	18.500	19.063	
19.813	18.375	18.438	19.063	
19.813	18.375	18.438	19.063	
19.813	18.250	18.375	19.063	
19.813	18.250	18.375	19.063	
19.813	18.250	18.375	19.000	
19.813	18.438	18.563	19.063	
19.813	18.313	18.375	19.063	
19.813	18.375	18.500	19.063	
19.813	18.250	18.438	19.000	
19.813	18.250	18.375	19.063	
19.813	18.250	18.438	19.063	
19.875	18.250	18.375	19.063	
19.813	18.250	18.563	19.063	
19.875	18.250	18.563	19.063	
19.813	18.250	18.375	19.063	
19.938	18.250	18.375	19.063	
19.813	18.250	18.375	19.063	
19.938	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.563	19.000	
19.813	18.250	18.438	19.000	
19.813	18.250	18.500	19.000	
19.875	18.250	18.375	19.000	
19.875	18.375	18.375	19.125	
19.938	18.438	18.375	19.063	
19.938	18.438	18.438	19.063	
19.938	18.313	18.563	19.063	
19.938	18.313	18.563	19.125	
19.938	18.250	18.375	19.000	
19.938	18.375	18.375	19.000	
19.813	18.250	18.375	19.000	
19.938	18.375	18.438	19.000	
19.813	18.250	18.438	19.000	
19.875	18.250	18.438	19.000	
19.813	18.313	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.438	19.000	
19.813	18.250	18.438	19.063	
19.813	18.250	18.375	19.063	
19.813	18.250	18.500	19.063	
19.813	18.250	18.375	19.063	
19.813	18.250	18.500	19.063	
19.813	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.375	19.063	
19.813	18.250	18.375	19.063	
19.813	18.250	18.500	19.000	
19.813	18.313	18.500	19.000	
19.813	18.250	18.375	19.000	
19.813	18.375	18.375	19.000	
19.813	18.375	18.375	19.000	
19.813	18.375	18.375	19.063	
19.813	18.313	18.375	19.000	
19.813	18.313	18.563	19.000	
19.813	18.250	18.375	19.125	
19.813	18.375	18.375	19.125	
19.813	18.250	18.375	19.000	
19.813	18.375	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.438	19.000	
19.813	18.250	18.500	19.000	
19.813	18.250	18.500	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.375	19.063	
19.875	18.250	18.375	19.063	
19.813	18.250	18.438	19.000	
19.875	18.250	18.438	19.000	
19.813	18.250	18.375	19.063	
19.938	18.250	18.375	19.063	
19.813	18.250	18.375	19.000	
19.938	18.250	18.375	19.063	
19.813	18.250	18.375	19.000	
19.813	18.313	18.500	19.000	
19.813	18.250	18.375	19.000	
19.813	18.375	18.500	19.000	
19.875	18.375	18.375	19.000	
19.875	18.375	18.375	19.000	
19.938	18.313	18.438	19.000	
19.938	18.313	18.375	19.063	
19.938	18.313	18.500	19.000	
19.938	18.375	18.500	19.000	
20.000	18.250	18.375	19.125	
20.000	18.375	18.375	19.125	
19.813	18.250	18.375	19.000	
19.938	18.250	18.375	19.063	
19.813	18.250	18.375	19.000	
19.875	18.250	18.563	19.000	
19.813	18.250	18.438	19.000	
19.875	18.250	18.500	19.000	
19.813	18.313	18.438	19.000	
19.813	18.250	18.438	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.438	19.063	
19.813	18.250	18.563	19.000	
19.813	18.250	18.563	19.063	
19.813	18.313	18.375	19.063	
19.813	18.250	18.375	19.063	
19.813	18.250	18.375	19.000	
19.813	18.313	18.375	19.063	
19.813	18.438	18.375	19.000	
19.813	18.438	18.563	19.000	
19.813	18.375	18.375	19.000	
19.813	18.375	18.375	19.063	
19.813	18.250	18.375	19.063	
19.813	18.250	18.438	19.000	
19.813	18.250	18.438	19.000	
19.813	18.438	18.438	19.000	
19.813	18.250	18.375	19.000	
19.813	18.313	18.563	19.063	
19.813	18.313	18.375	19.063	
19.813	18.250	18.375	19.063	
19.813	18.250	18.375	19.000	
19.813	18.313	18.438	19.125	
19.813	18.250	18.438	19.000	
19.813	18.250	18.438	19.000	
19.813	18.250	18.375	19.000	
19.813	18.313	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.250	18.438	19.000	
19.813	18.250	18.375	19.000	
19.875	18.250	18.563	19.000	
19.813	18.250	18.438	19.063	
19.938	18.250	18.500	19.125	
19.813	18.250	18.375	19.063	
19.938	18.375	18.375	19.063	
19.813	18.438	18.375	19.125	
19.938	18.438	18.375	19.125	
19.813	18.313	18.563	19.000	
19.813	18.313	18.563	19.000	
19.813	18.313	18.375	19.063	
19.813	18.313	18.375	19.000	
19.875	18.250	18.375	19.000	
19.875	18.375	18.375	19.000	
19.938	18.250	18.375	19.000	
19.938	18.313	18.563	19.000	
20.000	18.250	18.375	19.000	
20.000	18.250	18.375	19.063	
19.938	18.250	18.375	19.000	
19.938	18.250	18.375	19.000	
19.813	18.250	18.375	19.125	
19.938	18.250	18.438	19.125	
19.813	18.250	18.500	19.063	
19.875	18.250	18.500	19.063	
19.813	18.250	18.438	19.063	
19.813	18.313	18.438	19.063	
19.813	18.250	18.375	19.000	
19.813	18.250	18.375	19.000	
19.813	18.313	18.500	19.000	
19.813	18.313	18.500	19.000	
19.813	18.250	18.438	19.000	
19.813	18.375	18.438	19.063	
19.813	18.375	18.375	19.000	
19.813	18.375	18.438	19.000	
19.813	18.375	18.438	19.125	
19.813	18.375	18.500	19.125	
19.813	18.250	18.438	19.063	
19.813	18.250	18.500	19.063	
19.813	18.250	18.438	19.000	
19.813	18.375	18.375	19.000	
19.813	18.250	18.438	19.000	
19.813	18.313	18.438	19.000	
19.813	18.250	18.563	19.000	
19.813	18.250	18.563	19.000	
19.813	18.313	18.438	19.000	
19.875	18.313	18.375	19.000	
19.813	18.250	18.438	19.000	
19.813	18.250	18.438	19.000	
19.813	18.250	18.375	19.125	
19.813	18.250	18.563	19.125	
19.813	18.250	18.375	19.000	
19.813	18.313	18.438	19.063	
19.813	18.313	18.438	19.063	
19.813	18.313	18.375	19.063	
19.813	18.250	18.375	19.063	
19.938	18.250	18.438	19.000	
19.813	18.250	18.563	19.000	
19.875	18.375	18.563	19.000	
19.813	18.375	18.438	19.000	
19.938	18.375	18.375	19.063	
19.875	18.375	18.375	19.063	
19.938	18.375	18.438	19.125	
19.875	18.313	18.563	19.125	
19.875	18.313	18.563	19.125	
19.875	18.313	18.438	19.063	
19.875	18.375	18.438	19.063	
19.938	18.250	18.438	19.063	
19.938	18.313	18.438	19.063	
19.938	18.250	18.438	19.063	
19.938	18.313	18.563	19.063	
20.000	18.313	18.438	19.063	
20.000	18.313	18.500	19.063	
19.813	18.313	18.438	19.063	
19.938	18.313	18.438	19.063	
19.813	18.250	18.438	19.000	
19.938	18.313	18.438	19.125	
19.813	18.313	18.563	19.063	
19.875	18.313	18.563	19.063	
19.813	18.313	18.438	19.063	
19.813	18.313	18.438	19.125	
19.875	18.313	18.438	19.063	
19.875	18.313	18.438	19.063	
19.813	18.250	18.438	19.063	
19.813	18.375	18.563	19.063	
19.813	18.375	18.438	19.063	
19.813	18.375	18.438	19.063	
19.813	18.313	18.375	19.063	
19.813	18.313	18.438	19.063	
19.813	18.250	18.438	19.063	
19.813	18.250	18.438	19.188	
19.813	18.250	18.563	19.063	
19.813	18.375	18.563	19.063	
19.813	18.250	18.438	19.063	
19.813	18.313	18.438	19.125	
19.813	18.250	18.438	19.063	
19.813	18.313	18.438	19.063	
19.813	18.313	18.438	19.063	
19.813	18.250	18.438	19.063	
19.875	18.313	18.438	19.063	
19.875	18.250	18.375	19.063	
19.875	18.250	18.438	19.063	
19.875	18.250	18.438	19.063	
19.813	18.250	18.438	19.063	
19.813	18.250	18.563	19.125	
19.813	18.250	18.375	19.063	
19.813	18.250	18.500	19.063	
19.813	18.250	18.438	19.125	
19.813	18.250	18.438	19.125	
19.813	18.250	18.438	19.063	
19.875	18.375	18.438	19.063	
19.813	18.438	18.625	19.063	
19.938	18.438	18.625	19.063	
19.813	18.313	18.375	19.063	
19.938	18.313	18.438	19.063	
19.813	18.313	18.438	19.063	
19.938	18.313	18.438	19.063	
19.813	18.313	18.438	19.063	
19.813	18.438	18.563	19.125	
19.875	18.250	18.375	19.063	
19.875	18.313	18.438	19.063	
19.938	18.250	18.438	19.188	
19.938	18.250	18.438	19.188	
19.875	18.250	18.438	19.063	
19.875	18.250	18.438	19.063	
20.000	18.250	18.563	19.063	
20.000	18.250	18.563	19.063	
19.813	18.313	18.438	19.063	
19.938	18.313	18.438	19.063	
19.813	18.250	18.438	19.063	
19.938	18.250	18.438	19.063	
19.813	18.313	18.500	19.063	
19.938	18.250	18.500	19.063	
19.813	18.250	18.438	19.063	
19.875	18.313	18.438	19.063	
19.813	18.250	18.375	19.125	
19.813	18.375	18.438	19.125	
19.813	18.375	18.438	19.063	
19.813	18.375	18.563	19.063	
19.875	18.375	18.438	19.063	
19.875	18.375	18.563	19.063	
19.813	18.250	18.438	19.063	
19.813	18.375	18.438	19.063	
19.813	18.250	18.438	19.063	
19.813	18.375	18.438	19.063	
19.813	18.313	18.625	19.063	
19.813	18.313	18.625	19.063	
19.813	18.250	18.438	19.063	
19.875	18.313	18.438	19.125	
19.813	18.313	18.438	19.125	
19.875	18.313	18.500	19.125	
19.875	18.313	18.438	19.063	
19.813	18.250	18.438	19.063	
19.813	18.250	18.438	19.063	
19.813	18.250	18.500	19.063	
19.813	18.313	18.438	19.063	
19.813	18.313	18.438	19.063	
19.813	18.313	18.438	19.063	
19.875	18.313	18.438	19.063	
19.875	18.313	18.563	19.063	
19.875	18.313	18.563	19.063	
19.813	18.250	18.438	19.063	
19.813	18.438	18.438	19.188	
19.813	18.438	18.438	19.125	
19.938	18.438	18.438	19.125	
19.813	18.375	18.500	19.063	
19.938	18.375	18.500	19.125	
19.875	18.313	18.438	19.063	
20.000	18.375	18.438	19.063	
19.875	18.313	18.438	19.063	
19.938	18.375	18.438	19.063	
19.875	18.250	18.438	19.063	
19.875	18.313	18.563	19.063	
19.875	18.313	18.438	19.063	
19.875	18.313	18.500	19.063	
19.938	18.313	18.438	19.063	
19.938	18.313	18.438	19.125	
20.000	18.313	18.438	19.125	
20.000	18.313	18.438	19.125	
19.938	18.313	18.500	19.063	
19.938	18.313	18.500	19.188	
19.875	18.313	18.438	19.063	
20.000	18.313	18.438	19.063	
19.875	18.250	18.438	19.063	
19.938	18.313	18.438	19.063	
19.875	18.313	18.438	19.063	
19.938	18.313	18.563	19.063	
19.875	18.313	18.438	19.063	
19.813	18.438	18.438	19.063	
19.875	18.438	18.438	19.063	
