GBP1	GBP3	GBP5	GBP7
14.813	14.250	14.375	14.063	
14.750	14.250	14.313	14.063	
14.813	14.250	14.375	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.125	
14.750	14.250	14.313	14.125	
14.750	14.250	14.375	14.063	
14.750	14.250	14.375	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.125	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.375	14.063	
14.750	14.250	14.375	14.063	
14.750	14.250	14.250	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.063	
14.750	14.313	14.313	14.063	
14.750	14.313	14.313	14.063	
14.750	14.313	14.313	14.125	
14.750	14.313	14.250	14.125	
14.750	14.313	14.313	14.125	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.063	
14.750	14.313	14.438	14.063	
14.750	14.250	14.250	14.063	
14.813	14.250	14.313	14.063	
14.750	14.250	14.250	14.063	
14.813	14.250	14.313	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.125	
14.750	14.250	14.313	14.063	
14.750	14.250	14.375	14.063	
14.813	14.250	14.313	14.063	
14.813	14.250	14.313	14.125	
14.813	14.250	14.313	14.063	
14.813	14.250	14.250	14.063	
14.750	14.250	14.375	14.063	
14.813	14.250	14.375	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.250	14.063	
14.750	14.250	14.250	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.125	
14.750	14.250	14.313	14.125	
14.750	14.313	14.250	14.125	
14.750	14.313	14.250	14.063	
14.750	14.313	14.250	14.063	
14.750	14.313	14.250	14.063	
14.750	14.313	14.313	14.063	
14.750	14.250	14.250	14.063	
14.688	14.250	14.250	14.063	
14.750	14.188	14.250	14.063	
14.750	14.313	14.250	14.063	
14.750	14.250	14.313	14.063	
14.750	14.313	14.313	14.125	
14.750	14.188	14.250	14.063	
14.750	14.250	14.375	14.063	
14.688	14.250	14.250	14.063	
14.688	14.250	14.250	14.125	
14.750	14.188	14.250	14.063	
14.750	14.250	14.250	14.000	
14.750	14.188	14.313	14.063	
14.750	14.188	14.313	14.063	
14.750	14.250	14.250	14.063	
14.813	14.250	14.250	14.063	
14.688	14.188	14.313	14.063	
14.813	14.250	14.250	14.063	
14.750	14.188	14.313	14.063	
14.750	14.188	14.313	14.063	
14.750	14.188	14.313	14.125	
14.750	14.250	14.313	14.125	
14.813	14.250	14.250	14.063	
14.813	14.250	14.250	14.063	
14.813	14.188	14.250	14.063	
14.813	14.250	14.375	14.063	
14.750	14.250	14.250	14.063	
14.813	14.313	14.250	14.063	
14.750	14.313	14.250	14.063	
14.750	14.313	14.250	14.063	
14.688	14.250	14.313	14.063	
14.750	14.250	14.313	14.125	
14.750	14.250	14.250	14.063	
14.688	14.250	14.375	14.063	
14.750	14.250	14.250	14.063	
14.750	14.375	14.250	14.125	
14.750	14.250	14.313	14.063	
14.750	14.313	14.250	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.250	14.063	
14.750	14.250	14.250	14.063	
14.750	14.250	14.250	14.063	
14.750	14.250	14.250	14.125	
14.750	14.250	14.313	14.063	
14.750	14.250	14.313	14.063	
14.750	14.250	14.250	14.125	
14.750	14.250	14.250	14.125	
14.750	14.250	14.250	14.063	
14.750	14.250	14.250	14.063	
14.750	14.250	14.250	14.063	
14.750	14.250	14.375	14.063	
