T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16
21.750	21.813	21.875	22.188	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.125	22.000	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.688	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.688	22.188	
21.750	21.813	21.875	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.688	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.688	22.188	
21.750	21.813	21.875	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.750	21.813	21.875	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.750	21.813	21.875	22.125	21.813	22.125	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.688	22.125	
21.750	21.813	21.875	22.125	21.813	22.125	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.688	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.125	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.125	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.125	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.125	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.125	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.688	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.688	22.125	
21.750	21.813	21.938	22.188	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.688	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.125	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.750	21.813	21.875	22.125	21.813	22.125	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.125	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.125	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.125	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.875	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.875	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.125	
21.750	21.813	21.938	22.188	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.375	21.750	22.375	21.750	22.188	
21.813	21.813	21.938	22.125	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.375	21.750	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.813	22.125	22.063	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.813	21.813	21.938	22.125	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.688	22.188	
21.750	21.813	21.875	22.125	21.813	22.188	22.000	21.938	21.813	22.250	21.813	22.313	21.750	22.375	21.688	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.875	22.188	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.125	
21.750	21.813	21.875	22.125	21.813	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.000	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.875	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.375	21.750	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.875	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.813	21.813	21.875	22.188	21.875	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.875	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.875	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.813	21.813	21.938	22.125	21.875	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.125	
21.750	21.813	21.938	22.188	21.813	22.188	22.000	21.938	21.875	22.250	21.813	22.375	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.375	21.813	22.375	21.750	22.125	
21.750	21.813	21.938	22.188	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.375	21.813	22.375	21.750	22.125	
21.813	21.813	21.938	22.125	21.813	22.188	22.063	21.875	21.875	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.875	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.000	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.000	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.813	21.875	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.313	21.813	22.375	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.313	21.813	22.375	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.313	21.813	22.375	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.875	22.313	21.813	22.375	21.813	22.438	21.750	22.188	
21.750	21.813	21.938	22.188	21.813	22.188	22.063	21.875	21.813	22.313	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.375	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.938	21.813	22.313	21.813	22.375	21.750	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.875	22.188	22.063	21.875	21.875	22.313	21.813	22.375	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.813	21.813	21.875	22.188	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.813	22.188	22.063	21.875	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.875	22.125	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.125	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.000	21.938	21.813	22.250	21.813	22.375	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.125	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.813	21.813	21.938	22.125	21.813	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.750	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.375	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.125	21.875	22.188	22.063	21.938	21.813	22.313	21.813	22.313	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.375	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.875	22.188	22.063	21.875	21.813	22.250	21.813	22.375	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.125	
21.750	21.813	21.938	22.125	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.375	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.438	21.750	22.188	
21.750	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.313	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.813	22.250	21.813	22.375	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.875	22.188	22.063	21.938	21.875	22.313	21.813	22.375	21.813	22.375	21.750	22.188	
21.813	21.875	21.938	22.188	21.875	22.188	22.063	21.938	21.875	22.250	21.813	22.375	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.813	22.188	22.063	21.938	21.813	22.313	21.813	22.375	21.813	22.375	21.750	22.188	
21.750	21.813	21.938	22.188	21.813	22.188	22.063	21.875	21.813	22.313	21.813	22.375	21.813	22.375	21.750	22.188	
21.813	21.813	21.938	22.188	21.813	22.188	22.063	21.875	21.813	22.313	21.813	22.375	21.813	22.375	21.750	22.188	
